"","av","Time","SharePerHour","diaryday"
"37971","School / Study",821,9.25,"4"
"37972","Social leisure",821,14.18,"1"
"37973","Social leisure",821,18,"2"
"37974","Social leisure",821,18.18,"3"
"37975","Social leisure",821,14.31,"4"
"37976","Sport exercise",821,5.58,"1"
"37977","Sport exercise",821,6.92,"2"
"37978","Sport exercise",821,7.96,"3"
"37979","Sport exercise",821,5.16,"4"
"37980","TV/radio",821,10.14,"1"
"37981","TV/radio",821,8.41,"2"
"37982","TV/radio",821,11.08,"3"
"37983","TV/radio",821,9.92,"4"
"37984","Cultural leisure",822,2.88,"1"
"37985","Cultural leisure",822,2.7,"2"
"37986","Cultural leisure",822,3.92,"3"
"37987","Cultural leisure",822,2.65,"4"
"37988","Domestic work",822,11.51,"1"
"37989","Domestic work",822,14.06,"2"
"37990","Domestic work",822,11.23,"3"
"37991","Domestic work",822,11.83,"4"
"37992","Eat drink",822,8.68,"1"
"37993","Eat drink",822,10.69,"2"
"37994","Eat drink",822,20.38,"3"
"37995","Eat drink",822,8.7,"4"
"37996","Miscellaneous",822,3.25,"1"
"37997","Miscellaneous",822,4.09,"2"
"37998","Miscellaneous",822,4.22,"3"
"37999","Miscellaneous",822,3.27,"4"
"38000","Nonsocial leisure",822,7.29,"1"
"38001","Nonsocial leisure",822,8.88,"2"
"38002","Nonsocial leisure",822,9.27,"3"
"38003","Nonsocial leisure",822,5.7,"4"
"38004","Paid work",822,23.75,"1"
"38005","Paid work",822,20.68,"2"
"38006","Paid work",822,5.65,"3"
"38007","Paid work",822,24.77,"4"
"38008","Personal care",822,3.72,"1"
"38009","Personal care",822,4.34,"2"
"38010","Personal care",822,6.07,"3"
"38011","Personal care",822,3.84,"4"
"38012","Religion and volunteering",822,0.62,"1"
"38013","Religion and volunteering",822,0.74,"2"
"38014","Religion and volunteering",822,1.24,"3"
"38015","Religion and volunteering",822,0.62,"4"
"38016","School / Study",822,8.41,"1"
"38017","School / Study",822,0.5,"2"
"38018","School / Study",822,0.79,"3"
"38019","School / Study",822,9.25,"4"
"38020","Social leisure",822,14.18,"1"
"38021","Social leisure",822,18,"2"
"38022","Social leisure",822,18.2,"3"
"38023","Social leisure",822,14.28,"4"
"38024","Sport exercise",822,5.58,"1"
"38025","Sport exercise",822,6.92,"2"
"38026","Sport exercise",822,7.93,"3"
"38027","Sport exercise",822,5.16,"4"
"38028","TV/radio",822,10.14,"1"
"38029","TV/radio",822,8.41,"2"
"38030","TV/radio",822,11.08,"3"
"38031","TV/radio",822,9.92,"4"
"38032","Cultural leisure",823,2.88,"1"
"38033","Cultural leisure",823,2.7,"2"
"38034","Cultural leisure",823,3.92,"3"
"38035","Cultural leisure",823,2.65,"4"
"38036","Domestic work",823,11.53,"1"
"38037","Domestic work",823,14.08,"2"
"38038","Domestic work",823,11.28,"3"
"38039","Domestic work",823,11.83,"4"
"38040","Eat drink",823,8.63,"1"
"38041","Eat drink",823,10.69,"2"
"38042","Eat drink",823,20.31,"3"
"38043","Eat drink",823,8.7,"4"
"38044","Miscellaneous",823,3.25,"1"
"38045","Miscellaneous",823,4.12,"2"
"38046","Miscellaneous",823,4.22,"3"
"38047","Miscellaneous",823,3.27,"4"
"38048","Nonsocial leisure",823,7.31,"1"
"38049","Nonsocial leisure",823,8.85,"2"
"38050","Nonsocial leisure",823,9.27,"3"
"38051","Nonsocial leisure",823,5.7,"4"
"38052","Paid work",823,23.75,"1"
"38053","Paid work",823,20.68,"2"
"38054","Paid work",823,5.65,"3"
"38055","Paid work",823,24.77,"4"
"38056","Personal care",823,3.72,"1"
"38057","Personal care",823,4.31,"2"
"38058","Personal care",823,6.07,"3"
"38059","Personal care",823,3.82,"4"
"38060","Religion and volunteering",823,0.62,"1"
"38061","Religion and volunteering",823,0.74,"2"
"38062","Religion and volunteering",823,1.24,"3"
"38063","Religion and volunteering",823,0.64,"4"
"38064","School / Study",823,8.43,"1"
"38065","School / Study",823,0.5,"2"
"38066","School / Study",823,0.79,"3"
"38067","School / Study",823,9.25,"4"
"38068","Social leisure",823,14.16,"1"
"38069","Social leisure",823,18,"2"
"38070","Social leisure",823,18.22,"3"
"38071","Social leisure",823,14.28,"4"
"38072","Sport exercise",823,5.58,"1"
"38073","Sport exercise",823,6.92,"2"
"38074","Sport exercise",823,7.93,"3"
"38075","Sport exercise",823,5.16,"4"
"38076","TV/radio",823,10.14,"1"
"38077","TV/radio",823,8.41,"2"
"38078","TV/radio",823,11.08,"3"
"38079","TV/radio",823,9.92,"4"
"38080","Cultural leisure",824,2.88,"1"
"38081","Cultural leisure",824,2.7,"2"
"38082","Cultural leisure",824,3.92,"3"
"38083","Cultural leisure",824,2.65,"4"
"38084","Domestic work",824,11.53,"1"
"38085","Domestic work",824,14.06,"2"
"38086","Domestic work",824,11.28,"3"
"38087","Domestic work",824,11.8,"4"
"38088","Eat drink",824,8.63,"1"
"38089","Eat drink",824,10.69,"2"
"38090","Eat drink",824,20.28,"3"
"38091","Eat drink",824,8.68,"4"
"38092","Miscellaneous",824,3.27,"1"
"38093","Miscellaneous",824,4.12,"2"
"38094","Miscellaneous",824,4.22,"3"
"38095","Miscellaneous",824,3.27,"4"
"38096","Nonsocial leisure",824,7.29,"1"
"38097","Nonsocial leisure",824,8.85,"2"
"38098","Nonsocial leisure",824,9.27,"3"
"38099","Nonsocial leisure",824,5.73,"4"
"38100","Paid work",824,23.73,"1"
"38101","Paid work",824,20.68,"2"
"38102","Paid work",824,5.65,"3"
"38103","Paid work",824,24.77,"4"
"38104","Personal care",824,3.72,"1"
"38105","Personal care",824,4.31,"2"
"38106","Personal care",824,6.07,"3"
"38107","Personal care",824,3.82,"4"
"38108","Religion and volunteering",824,0.62,"1"
"38109","Religion and volunteering",824,0.74,"2"
"38110","Religion and volunteering",824,1.24,"3"
"38111","Religion and volunteering",824,0.64,"4"
"38112","School / Study",824,8.46,"1"
"38113","School / Study",824,0.5,"2"
"38114","School / Study",824,0.79,"3"
"38115","School / Study",824,9.25,"4"
"38116","Social leisure",824,14.18,"1"
"38117","Social leisure",824,18.03,"2"
"38118","Social leisure",824,18.22,"3"
"38119","Social leisure",824,14.28,"4"
"38120","Sport exercise",824,5.58,"1"
"38121","Sport exercise",824,6.92,"2"
"38122","Sport exercise",824,7.93,"3"
"38123","Sport exercise",824,5.16,"4"
"38124","TV/radio",824,10.12,"1"
"38125","TV/radio",824,8.41,"2"
"38126","TV/radio",824,11.11,"3"
"38127","TV/radio",824,9.94,"4"
"38128","Cultural leisure",825,2.88,"1"
"38129","Cultural leisure",825,2.7,"2"
"38130","Cultural leisure",825,3.92,"3"
"38131","Cultural leisure",825,2.65,"4"
"38132","Domestic work",825,11.55,"1"
"38133","Domestic work",825,14.08,"2"
"38134","Domestic work",825,11.28,"3"
"38135","Domestic work",825,11.8,"4"
"38136","Eat drink",825,8.58,"1"
"38137","Eat drink",825,10.66,"2"
"38138","Eat drink",825,20.23,"3"
"38139","Eat drink",825,8.68,"4"
"38140","Miscellaneous",825,3.3,"1"
"38141","Miscellaneous",825,4.12,"2"
"38142","Miscellaneous",825,4.22,"3"
"38143","Miscellaneous",825,3.27,"4"
"38144","Nonsocial leisure",825,7.31,"1"
"38145","Nonsocial leisure",825,8.85,"2"
"38146","Nonsocial leisure",825,9.27,"3"
"38147","Nonsocial leisure",825,5.73,"4"
"38148","Paid work",825,23.73,"1"
"38149","Paid work",825,20.68,"2"
"38150","Paid work",825,5.65,"3"
"38151","Paid work",825,24.77,"4"
"38152","Personal care",825,3.72,"1"
"38153","Personal care",825,4.31,"2"
"38154","Personal care",825,6.1,"3"
"38155","Personal care",825,3.82,"4"
"38156","Religion and volunteering",825,0.62,"1"
"38157","Religion and volunteering",825,0.74,"2"
"38158","Religion and volunteering",825,1.24,"3"
"38159","Religion and volunteering",825,0.64,"4"
"38160","School / Study",825,8.46,"1"
"38161","School / Study",825,0.5,"2"
"38162","School / Study",825,0.79,"3"
"38163","School / Study",825,9.25,"4"
"38164","Social leisure",825,14.16,"1"
"38165","Social leisure",825,18.03,"2"
"38166","Social leisure",825,18.25,"3"
"38167","Social leisure",825,14.28,"4"
"38168","Sport exercise",825,5.58,"1"
"38169","Sport exercise",825,6.92,"2"
"38170","Sport exercise",825,7.93,"3"
"38171","Sport exercise",825,5.16,"4"
"38172","TV/radio",825,10.12,"1"
"38173","TV/radio",825,8.41,"2"
"38174","TV/radio",825,11.11,"3"
"38175","TV/radio",825,9.94,"4"
"38176","Cultural leisure",826,2.9,"1"
"38177","Cultural leisure",826,2.95,"2"
"38178","Cultural leisure",826,3.87,"3"
"38179","Cultural leisure",826,2.8,"4"
"38180","Domestic work",826,11.63,"1"
"38181","Domestic work",826,14.51,"2"
"38182","Domestic work",826,11.38,"3"
"38183","Domestic work",826,11.93,"4"
"38184","Eat drink",826,7.93,"1"
"38185","Eat drink",826,9.89,"2"
"38186","Eat drink",826,19.19,"3"
"38187","Eat drink",826,8.13,"4"
"38188","Miscellaneous",826,3.47,"1"
"38189","Miscellaneous",826,4.17,"2"
"38190","Miscellaneous",826,4.24,"3"
"38191","Miscellaneous",826,3.37,"4"
"38192","Nonsocial leisure",826,7.14,"1"
"38193","Nonsocial leisure",826,8.65,"2"
"38194","Nonsocial leisure",826,9.67,"3"
"38195","Nonsocial leisure",826,5.65,"4"
"38196","Paid work",826,23.75,"1"
"38197","Paid work",826,20.73,"2"
"38198","Paid work",826,5.75,"3"
"38199","Paid work",826,24.85,"4"
"38200","Personal care",826,3.72,"1"
"38201","Personal care",826,3.94,"2"
"38202","Personal care",826,6,"3"
"38203","Personal care",826,3.82,"4"
"38204","Religion and volunteering",826,0.64,"1"
"38205","Religion and volunteering",826,0.79,"2"
"38206","Religion and volunteering",826,1.24,"3"
"38207","Religion and volunteering",826,0.62,"4"
"38208","School / Study",826,8.68,"1"
"38209","School / Study",826,0.5,"2"
"38210","School / Study",826,0.82,"3"
"38211","School / Study",826,9.45,"4"
"38212","Social leisure",826,14.13,"1"
"38213","Social leisure",826,18.18,"2"
"38214","Social leisure",826,18.32,"3"
"38215","Social leisure",826,14.28,"4"
"38216","Sport exercise",826,5.63,"1"
"38217","Sport exercise",826,7.09,"2"
"38218","Sport exercise",826,8.01,"3"
"38219","Sport exercise",826,5.03,"4"
"38220","TV/radio",826,10.36,"1"
"38221","TV/radio",826,8.6,"2"
"38222","TV/radio",826,11.51,"3"
"38223","TV/radio",826,10.07,"4"
"38224","Cultural leisure",827,2.9,"1"
"38225","Cultural leisure",827,2.95,"2"
"38226","Cultural leisure",827,3.84,"3"
"38227","Cultural leisure",827,2.8,"4"
"38228","Domestic work",827,11.65,"1"
"38229","Domestic work",827,14.51,"2"
"38230","Domestic work",827,11.43,"3"
"38231","Domestic work",827,11.95,"4"
"38232","Eat drink",827,7.96,"1"
"38233","Eat drink",827,9.89,"2"
"38234","Eat drink",827,19.22,"3"
"38235","Eat drink",827,8.13,"4"
"38236","Miscellaneous",827,3.37,"1"
"38237","Miscellaneous",827,4.14,"2"
"38238","Miscellaneous",827,4.24,"3"
"38239","Miscellaneous",827,3.37,"4"
"38240","Nonsocial leisure",827,7.17,"1"
"38241","Nonsocial leisure",827,8.65,"2"
"38242","Nonsocial leisure",827,9.65,"3"
"38243","Nonsocial leisure",827,5.65,"4"
"38244","Paid work",827,23.75,"1"
"38245","Paid work",827,20.73,"2"
"38246","Paid work",827,5.75,"3"
"38247","Paid work",827,24.85,"4"
"38248","Personal care",827,3.72,"1"
"38249","Personal care",827,3.97,"2"
"38250","Personal care",827,6,"3"
"38251","Personal care",827,3.82,"4"
"38252","Religion and volunteering",827,0.67,"1"
"38253","Religion and volunteering",827,0.79,"2"
"38254","Religion and volunteering",827,1.24,"3"
"38255","Religion and volunteering",827,0.62,"4"
"38256","School / Study",827,8.68,"1"
"38257","School / Study",827,0.5,"2"
"38258","School / Study",827,0.82,"3"
"38259","School / Study",827,9.45,"4"
"38260","Social leisure",827,14.11,"1"
"38261","Social leisure",827,18.18,"2"
"38262","Social leisure",827,18.32,"3"
"38263","Social leisure",827,14.28,"4"
"38264","Sport exercise",827,5.63,"1"
"38265","Sport exercise",827,7.09,"2"
"38266","Sport exercise",827,8.01,"3"
"38267","Sport exercise",827,5.03,"4"
"38268","TV/radio",827,10.39,"1"
"38269","TV/radio",827,8.6,"2"
"38270","TV/radio",827,11.48,"3"
"38271","TV/radio",827,10.04,"4"
"38272","Cultural leisure",828,2.9,"1"
"38273","Cultural leisure",828,2.95,"2"
"38274","Cultural leisure",828,3.87,"3"
"38275","Cultural leisure",828,2.83,"4"
"38276","Domestic work",828,11.63,"1"
"38277","Domestic work",828,14.51,"2"
"38278","Domestic work",828,11.41,"3"
"38279","Domestic work",828,11.93,"4"
"38280","Eat drink",828,7.96,"1"
"38281","Eat drink",828,9.87,"2"
"38282","Eat drink",828,19.22,"3"
"38283","Eat drink",828,8.16,"4"
"38284","Miscellaneous",828,3.37,"1"
"38285","Miscellaneous",828,4.17,"2"
"38286","Miscellaneous",828,4.26,"3"
"38287","Miscellaneous",828,3.37,"4"
"38288","Nonsocial leisure",828,7.17,"1"
"38289","Nonsocial leisure",828,8.65,"2"
"38290","Nonsocial leisure",828,9.6,"3"
"38291","Nonsocial leisure",828,5.65,"4"
"38292","Paid work",828,23.78,"1"
"38293","Paid work",828,20.7,"2"
"38294","Paid work",828,5.75,"3"
"38295","Paid work",828,24.85,"4"
"38296","Personal care",828,3.72,"1"
"38297","Personal care",828,3.97,"2"
"38298","Personal care",828,6,"3"
"38299","Personal care",828,3.82,"4"
"38300","Religion and volunteering",828,0.64,"1"
"38301","Religion and volunteering",828,0.79,"2"
"38302","Religion and volunteering",828,1.24,"3"
"38303","Religion and volunteering",828,0.6,"4"
"38304","School / Study",828,8.68,"1"
"38305","School / Study",828,0.5,"2"
"38306","School / Study",828,0.82,"3"
"38307","School / Study",828,9.45,"4"
"38308","Social leisure",828,14.11,"1"
"38309","Social leisure",828,18.18,"2"
"38310","Social leisure",828,18.35,"3"
"38311","Social leisure",828,14.28,"4"
"38312","Sport exercise",828,5.63,"1"
"38313","Sport exercise",828,7.09,"2"
"38314","Sport exercise",828,8.01,"3"
"38315","Sport exercise",828,5.03,"4"
"38316","TV/radio",828,10.41,"1"
"38317","TV/radio",828,8.63,"2"
"38318","TV/radio",828,11.48,"3"
"38319","TV/radio",828,10.04,"4"
"38320","Cultural leisure",829,2.9,"1"
"38321","Cultural leisure",829,2.95,"2"
"38322","Cultural leisure",829,3.87,"3"
"38323","Cultural leisure",829,2.83,"4"
"38324","Domestic work",829,11.6,"1"
"38325","Domestic work",829,14.53,"2"
"38326","Domestic work",829,11.41,"3"
"38327","Domestic work",829,11.93,"4"
"38328","Eat drink",829,7.98,"1"
"38329","Eat drink",829,9.87,"2"
"38330","Eat drink",829,19.22,"3"
"38331","Eat drink",829,8.16,"4"
"38332","Miscellaneous",829,3.35,"1"
"38333","Miscellaneous",829,4.17,"2"
"38334","Miscellaneous",829,4.26,"3"
"38335","Miscellaneous",829,3.37,"4"
"38336","Nonsocial leisure",829,7.14,"1"
"38337","Nonsocial leisure",829,8.6,"2"
"38338","Nonsocial leisure",829,9.6,"3"
"38339","Nonsocial leisure",829,5.65,"4"
"38340","Paid work",829,23.8,"1"
"38341","Paid work",829,20.7,"2"
"38342","Paid work",829,5.75,"3"
"38343","Paid work",829,24.85,"4"
"38344","Personal care",829,3.72,"1"
"38345","Personal care",829,3.97,"2"
"38346","Personal care",829,6,"3"
"38347","Personal care",829,3.82,"4"
"38348","Religion and volunteering",829,0.64,"1"
"38349","Religion and volunteering",829,0.79,"2"
"38350","Religion and volunteering",829,1.24,"3"
"38351","Religion and volunteering",829,0.6,"4"
"38352","School / Study",829,8.68,"1"
"38353","School / Study",829,0.5,"2"
"38354","School / Study",829,0.82,"3"
"38355","School / Study",829,9.45,"4"
"38356","Social leisure",829,14.13,"1"
"38357","Social leisure",829,18.22,"2"
"38358","Social leisure",829,18.35,"3"
"38359","Social leisure",829,14.28,"4"
"38360","Sport exercise",829,5.63,"1"
"38361","Sport exercise",829,7.09,"2"
"38362","Sport exercise",829,8.01,"3"
"38363","Sport exercise",829,5.03,"4"
"38364","TV/radio",829,10.41,"1"
"38365","TV/radio",829,8.6,"2"
"38366","TV/radio",829,11.48,"3"
"38367","TV/radio",829,10.04,"4"
"38368","Cultural leisure",830,2.9,"1"
"38369","Cultural leisure",830,2.95,"2"
"38370","Cultural leisure",830,3.87,"3"
"38371","Cultural leisure",830,2.83,"4"
"38372","Domestic work",830,11.6,"1"
"38373","Domestic work",830,14.53,"2"
"38374","Domestic work",830,11.41,"3"
"38375","Domestic work",830,11.95,"4"
"38376","Eat drink",830,7.96,"1"
"38377","Eat drink",830,9.87,"2"
"38378","Eat drink",830,19.22,"3"
"38379","Eat drink",830,8.13,"4"
"38380","Miscellaneous",830,3.3,"1"
"38381","Miscellaneous",830,4.17,"2"
"38382","Miscellaneous",830,4.26,"3"
"38383","Miscellaneous",830,3.37,"4"
"38384","Nonsocial leisure",830,7.14,"1"
"38385","Nonsocial leisure",830,8.6,"2"
"38386","Nonsocial leisure",830,9.6,"3"
"38387","Nonsocial leisure",830,5.65,"4"
"38388","Paid work",830,23.8,"1"
"38389","Paid work",830,20.7,"2"
"38390","Paid work",830,5.75,"3"
"38391","Paid work",830,24.85,"4"
"38392","Personal care",830,3.72,"1"
"38393","Personal care",830,3.97,"2"
"38394","Personal care",830,6,"3"
"38395","Personal care",830,3.82,"4"
"38396","Religion and volunteering",830,0.64,"1"
"38397","Religion and volunteering",830,0.79,"2"
"38398","Religion and volunteering",830,1.24,"3"
"38399","Religion and volunteering",830,0.6,"4"
"38400","School / Study",830,8.68,"1"
"38401","School / Study",830,0.5,"2"
"38402","School / Study",830,0.82,"3"
"38403","School / Study",830,9.45,"4"
"38404","Social leisure",830,14.16,"1"
"38405","Social leisure",830,18.22,"2"
"38406","Social leisure",830,18.35,"3"
"38407","Social leisure",830,14.28,"4"
"38408","Sport exercise",830,5.63,"1"
"38409","Sport exercise",830,7.09,"2"
"38410","Sport exercise",830,8.01,"3"
"38411","Sport exercise",830,5.03,"4"
"38412","TV/radio",830,10.46,"1"
"38413","TV/radio",830,8.6,"2"
"38414","TV/radio",830,11.48,"3"
"38415","TV/radio",830,10.04,"4"
"38416","Cultural leisure",831,2.98,"1"
"38417","Cultural leisure",831,3.03,"2"
"38418","Cultural leisure",831,3.87,"3"
"38419","Cultural leisure",831,2.9,"4"
"38420","Domestic work",831,11.55,"1"
"38421","Domestic work",831,14.36,"2"
"38422","Domestic work",831,11.23,"3"
"38423","Domestic work",831,11.88,"4"
"38424","Eat drink",831,7.71,"1"
"38425","Eat drink",831,9.45,"2"
"38426","Eat drink",831,18.84,"3"
"38427","Eat drink",831,8.01,"4"
"38428","Miscellaneous",831,3.45,"1"
"38429","Miscellaneous",831,4.09,"2"
"38430","Miscellaneous",831,4.26,"3"
"38431","Miscellaneous",831,3.25,"4"
"38432","Nonsocial leisure",831,7.22,"1"
"38433","Nonsocial leisure",831,8.75,"2"
"38434","Nonsocial leisure",831,9.87,"3"
"38435","Nonsocial leisure",831,5.7,"4"
"38436","Paid work",831,23.8,"1"
"38437","Paid work",831,20.83,"2"
"38438","Paid work",831,5.65,"3"
"38439","Paid work",831,25.07,"4"
"38440","Personal care",831,3.57,"1"
"38441","Personal care",831,3.92,"2"
"38442","Personal care",831,5.98,"3"
"38443","Personal care",831,3.82,"4"
"38444","Religion and volunteering",831,0.67,"1"
"38445","Religion and volunteering",831,0.84,"2"
"38446","Religion and volunteering",831,1.21,"3"
"38447","Religion and volunteering",831,0.6,"4"
"38448","School / Study",831,8.73,"1"
"38449","School / Study",831,0.5,"2"
"38450","School / Study",831,0.92,"3"
"38451","School / Study",831,9.52,"4"
"38452","Social leisure",831,14.13,"1"
"38453","Social leisure",831,18.5,"2"
"38454","Social leisure",831,18.4,"3"
"38455","Social leisure",831,14.06,"4"
"38456","Sport exercise",831,5.73,"1"
"38457","Sport exercise",831,7.14,"2"
"38458","Sport exercise",831,7.96,"3"
"38459","Sport exercise",831,5.03,"4"
"38460","TV/radio",831,10.46,"1"
"38461","TV/radio",831,8.6,"2"
"38462","TV/radio",831,11.8,"3"
"38463","TV/radio",831,10.17,"4"
"38464","Cultural leisure",832,2.98,"1"
"38465","Cultural leisure",832,3.03,"2"
"38466","Cultural leisure",832,3.87,"3"
"38467","Cultural leisure",832,2.9,"4"
"38468","Domestic work",832,11.58,"1"
"38469","Domestic work",832,14.36,"2"
"38470","Domestic work",832,11.23,"3"
"38471","Domestic work",832,11.88,"4"
"38472","Eat drink",832,7.71,"1"
"38473","Eat drink",832,9.45,"2"
"38474","Eat drink",832,18.84,"3"
"38475","Eat drink",832,8.01,"4"
"38476","Miscellaneous",832,3.42,"1"
"38477","Miscellaneous",832,4.09,"2"
"38478","Miscellaneous",832,4.26,"3"
"38479","Miscellaneous",832,3.25,"4"
"38480","Nonsocial leisure",832,7.22,"1"
"38481","Nonsocial leisure",832,8.75,"2"
"38482","Nonsocial leisure",832,9.87,"3"
"38483","Nonsocial leisure",832,5.7,"4"
"38484","Paid work",832,23.8,"1"
"38485","Paid work",832,20.83,"2"
